sample_id,wav_path,start_time,end_time,tone,vowel,char,pinyin,region,site,speaker_id,paper_region,f1_mean_hz,f1_std_hz,f2_mean_hz,f2_std_hz,f3_mean_hz,f3_std_hz
0712_row_00024298,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0734.wav,0.62251,0.88121,低元音,a,壮,208JXthtzm10734壮,08泾县,03桃花潭,02翟大顺,08泾县,400.66558837890625,100.80231475830078,878.487060546875,509.658203125,1921.730712890625,782.8069458007812
0712_row_00024299,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0753.wav,0.91636,1.10131,中高元音,ə,着,208JXthtzm10753着,08泾县,03桃花潭,02翟大顺,08泾县,436.767333984375,115.46996307373047,1013.4340209960938,527.2479248046875,2016.6563720703125,919.5504760742188
0712_row_00024300,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0759.wav,0.69769,0.9322,低元音,a,光,208JXthtzm10759光,08泾县,03桃花潭,02翟大顺,08泾县,346.87213134765625,17.920934677124023,949.3851928710938,38.06922912597656,2431.566162109375,117.71902465820312
0712_row_00024301,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0765.wav,0.41631,0.79801,低元音,a,放,,08泾县,03桃花潭,02翟大顺,08泾县,457.50091552734375,288.2350769042969,1223.6314697265625,428.7122802734375,2272.205810546875,631.8784790039062
0712_row_00024302,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0767.wav,0.50657,0.8897,低元音,a,房,,08泾县,03桃花潭,02翟大顺,08泾县,368.2974548339844,113.5052261352539,1012.5328979492188,371.1352233886719,2203.837890625,627.8104248046875
0712_row_00024303,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0768.wav,0.59131,0.96764,低元音,a,防,,08泾县,03桃花潭,02翟大顺,08泾县,306.5090026855469,95.75154113769531,975.9835205078125,395.1684875488281,1929.7137451171875,628.299072265625
0712_row_00024304,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0771.wav,0.60054,0.94525,低元音,a,狂,,08泾县,03桃花潭,02翟大顺,08泾县,417.0295104980469,174.20870971679688,967.156494140625,362.6227722167969,2014.8934326171875,703.7498779296875
0712_row_00024305,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0779.wav,0.92727,1.24496,低元音,a,撞,,08泾县,03桃花潭,02翟大顺,08泾县,418.0179748535156,144.98934936523438,1158.982421875,438.5753479003906,2183.025634765625,678.2600708007812
0712_row_00024306,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0782.wav,0.86397,1.12049,低元音,a,江,208JXthtzm10782江,08泾县,03桃花潭,02翟大顺,08泾县,371.4799499511719,32.84877014160156,1106.5758056640625,115.95833587646484,2489.66748046875,155.62835693359375
0712_row_00024307,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0783.wav,0.71611,1.18456,低元音,a,讲,208JXthtzm10783讲,08泾县,03桃花潭,02翟大顺,08泾县,327.495849609375,68.3087158203125,870.9061279296875,298.15234375,2014.9031982421875,686.5774536132812
0712_row_00024308,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0784.wav,0.83272,1.30581,低元音,a,降,,08泾县,03桃花潭,02翟大顺,08泾县,432.9737243652344,465.0301513671875,1501.009033203125,738.5097045898438,2489.684326171875,655.9570922851562
0712_row_00024309,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0791.wav,0.50756,0.77562,中高元音,e,学,,08泾县,03桃花潭,02翟大顺,08泾县,402.062744140625,244.5918731689453,1173.2847900390625,836.4766845703125,2497.366455078125,1007.4650268554688
0712_row_00024310,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0792.wav,0.92987,1.08215,中高元音,o,握,208JXthtzm10792握,08泾县,03桃花潭,02翟大顺,08泾县,300.46258544921875,120.22700500488281,963.4405517578125,297.5050964355469,1974.0577392578125,566.5723876953125
0712_row_00024311,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0802.wav,0.74102,0.87868,中高元音,e,北,208JXthtzm10802北,08泾县,03桃花潭,02翟大顺,08泾县,514.56005859375,184.52320861816406,1170.517578125,249.0218505859375,2266.27392578125,433.08935546875
0712_row_00024312,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0804.wav,0.56432,0.69441,中高元音,e,得,208JXthtzm10804得,08泾县,03桃花潭,02翟大顺,08泾县,414.83880615234375,165.87449645996094,1028.52978515625,475.8310546875,1867.4364013671875,476.5439147949219
0712_row_00024313,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0805.wav,0.62251,0.72524,中高元音,e,特,208JXthtzm10805特,08泾县,03桃花潭,02翟大顺,08泾县,275.3312072753906,157.96804809570312,1131.5068359375,379.0867614746094,2020.9638671875,543.7345581054688
0712_row_00024314,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0806.wav,0.90536,1.09623,中高元音,e,贼,,08泾县,03桃花潭,02翟大顺,08泾县,305.8982238769531,119.91329956054688,1149.8525390625,505.7294921875,2125.1103515625,602.0541381835938
0712_row_00024315,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0809.wav,0.59642,0.79463,中高元音,e,黑,,08泾县,03桃花潭,02翟大顺,08泾县,575.4781494140625,439.35333251953125,1264.8546142578125,339.08428955078125,2285.808349609375,610.4950561523438
0712_row_00024316,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0815.wav,0.27825,0.69399,中高元音,ə,升,,08泾县,03桃花潭,02翟大顺,08泾县,354.3886413574219,270.20440673828125,1016.76953125,677.475341796875,2039.6798095703125,596.1237182617188
0712_row_00024317,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0822.wav,0.54189,0.73036,中高元音,e,侧,,08泾县,03桃花潭,02翟大顺,08泾县,399.8629455566406,294.47174072265625,1219.4210205078125,593.3073120117188,2152.29638671875,683.5797729492188
0712_row_00024318,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0829.wav,0.66679,0.82619,中高元音,o,国,208JXthtzm10829国,08泾县,03桃花潭,02翟大顺,08泾县,481.0918273925781,146.72677612304688,1146.5576171875,189.65367126464844,2213.053466796875,180.4739990234375
0712_row_00024319,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0832.wav,0.77478,1.05841,低元音,a,打,,08泾县,03桃花潭,02翟大顺,08泾县,826.1043701171875,72.49836730957031,1180.504638671875,78.19746398925781,2686.821533203125,405.9277648925781
0712_row_00024320,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0834.wav,0.64143,0.97047,中高元音,ə,生,,08泾县,03桃花潭,02翟大顺,08泾县,315.01312255859375,117.29873657226562,849.6925048828125,556.0623168945312,1988.118896484375,553.8323364257812
0712_row_00024321,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0841.wav,0.64586,0.76686,低元音,a,百,208JXthtzm10841百,08泾县,03桃花潭,02翟大顺,08泾县,472.81219482421875,205.20579528808594,1076.82080078125,382.9527282714844,2018.4559326171875,511.2569580078125
0712_row_00024322,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0843.wav,0.66579,0.83054,低元音,a,白,208JXthtzm10843白,08泾县,03桃花潭,02翟大顺,08泾县,303.1456298828125,193.01614379882812,1011.2691040039062,334.72607421875,1743.2373046875,443.3113708496094
0712_row_00024323,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0845.wav,0.81226,0.94636,中高元音,e,择,208JXthtzm10845择,08泾县,03桃花潭,02翟大顺,08泾县,375.25042724609375,145.31199645996094,1052.1671142578125,540.7918090820312,2046.0628662109375,630.2744140625
0712_row_00024324,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0861.wav,0.68989,1.16908,高元音,i,明,,08泾县,03桃花潭,02翟大顺,08泾县,254.9242401123047,50.725303649902344,528.275634765625,239.0780487060547,1796.808349609375,475.5283203125
0712_row_00024325,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0862.wav,0.54468,0.94352,高元音,i,命,,08泾县,03桃花潭,02翟大顺,08泾县,246.25057983398438,61.54454803466797,524.1576538085938,199.93788146972656,1846.21728515625,565.2183227539062
0712_row_00024326,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0869.wav,0.44964,0.93443,高元音,i,名,,08泾县,03桃花潭,02翟大顺,08泾县,252.67422485351562,36.127845764160156,596.3145141601562,245.1912384033203,1817.420166015625,432.6351318359375
0712_row_00024327,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0878.wav,0.651,0.90915,中高元音,ə,正,208JXthtzm10878正,08泾县,03桃花潭,02翟大顺,08泾县,300.2392883300781,92.12641906738281,670.7935791015625,296.9591369628906,1641.5767822265625,298.9593200683594
0712_row_00024328,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0879.wav,0.56692,0.91885,中高元音,ə,声,,08泾县,03桃花潭,02翟大顺,08泾县,328.20965576171875,188.73826599121094,1086.0880126953125,650.0879516601562,2181.77978515625,569.7868041992188
0712_row_00024329,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0893.wav,0.59217,0.88237,高元音,i,听,208JXthtzm10893听,08泾县,03桃花潭,02翟大顺,08泾县,230.3440704345703,56.40798568725586,903.1146240234375,531.3889770507812,2041.9178466796875,429.0619201660156
0712_row_00024330,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0894.wav,0.66895,1.05518,高元音,i,停,208JXthtzm10894停,08泾县,03桃花潭,02翟大顺,08泾县,254.3821563720703,99.49178314208984,784.6422119140625,447.6533508300781,1982.0062255859375,437.610107421875
0712_row_00024331,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0896.wav,0.70004,0.94825,中高元音,ə,定,208JXthtzm10896定,08泾县,03桃花潭,02翟大顺,08泾县,315.3869934082031,139.54730224609375,961.396240234375,640.560791015625,1848.0252685546875,662.8161010742188
0712_row_00024332,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0897.wav,0.79977,1.18843,高元音,i,零,208JXthtzm10897零,08泾县,03桃花潭,02翟大顺,08泾县,237.5365753173828,45.62076187133789,505.4986572265625,195.61483764648438,1773.382080078125,448.6318664550781
0712_row_00024333,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0910.wav,0.80315,1.09079,中高元音,ə,横,208JXthtzm10910横,08泾县,03桃花潭,02翟大顺,08泾县,312.0214538574219,131.55784606933594,904.8724975585938,617.3468627929688,2120.94873046875,290.0973205566406
0712_row_00024334,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0910.wav,2.39239,2.72487,中高元音,ə,横,,08泾县,03桃花潭,02翟大顺,08泾县,352.0572814941406,318.1329650878906,961.7421264648438,352.59710693359375,1807.7801513671875,510.6348571777344
0712_row_00024335,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0914.wav,0.584,1.11882,中高元音,ə,永,,08泾县,03桃花潭,02翟大顺,08泾县,313.17236328125,60.623783111572266,841.377685546875,568.2940063476562,2130.118408203125,597.8456420898438
0712_row_00024336,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0917.wav,0.5355,0.77998,中高元音,o,东,208JXthtzm10917东,08泾县,03桃花潭,02翟大顺,08泾县,328.44305419921875,66.92683410644531,668.075927734375,313.58770751953125,1999.46484375,502.32489013671875
0712_row_00024337,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0918.wav,0.58473,1.03864,中高元音,o,懂,208JXthtzm10918懂,08泾县,03桃花潭,02翟大顺,08泾县,323.42529296875,76.04470825195312,620.3390502929688,294.0372009277344,1632.59521484375,559.6409912109375
0712_row_00024338,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0919.wav,0.62208,0.86142,中高元音,o,冻,208JXthtzm10919冻,08泾县,03桃花潭,02翟大顺,08泾县,332.14849853515625,70.85136413574219,550.827880859375,226.2826385498047,1681.3499755859375,536.1546630859375
0712_row_00024339,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0922.wav,0.64648,0.91967,中高元音,o,痛,208JXthtzm10922痛,08泾县,03桃花潭,02翟大顺,08泾县,364.2674560546875,162.9300537109375,736.5719604492188,264.9081726074219,1613.8687744140625,669.6943359375
0712_row_00024340,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0924.wav,1.16235,1.41155,中高元音,o,动,208JXthtzm10924动,08泾县,03桃花潭,02翟大顺,08泾县,379.6071472167969,204.29505920410156,773.721923828125,481.1760559082031,1747.0289306640625,552.2819213867188
0712_row_00024341,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0932.wav,0.60337,1.1348,中高元音,o,孔,208JXthtzm10932孔,08泾县,03桃花潭,02翟大顺,08泾县,289.72320556640625,92.0777816772461,730.21923828125,228.7364959716797,1955.220947265625,582.5928344726562
0712_row_00024342,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0934.wav,0.55259,0.97224,中高元音,o,红,,08泾县,03桃花潭,02翟大顺,08泾县,323.358642578125,109.96613311767578,756.4785766601562,140.47775268554688,2090.859130859375,756.7578735351562
0712_row_00024343,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0936.wav,0.65195,0.94456,高元音,u,木,,08泾县,03桃花潭,02翟大顺,08泾县,256.6090087890625,67.475341796875,507.0040283203125,118.27564239501953,1553.085693359375,751.6571044921875
0712_row_00024344,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0943.wav,0.59413,0.84562,中高元音,o,冬,208JXthtzm10943冬,08泾县,03桃花潭,02翟大顺,08泾县,289.0121154785156,72.03916931152344,668.4949340820312,262.8975524902344,1268.9691162109375,514.9334106445312
0712_row_00024345,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0946.wav,0.71994,1.12937,中高元音,o,松,,08泾县,03桃花潭,02翟大顺,08泾县,301.7655029296875,136.4774932861328,1065.3896484375,411.9045715332031,1936.1822509765625,776.3242797851562
0712_row_00024346,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0962.wav,0.67824,0.93388,高元音,u,服,,08泾县,03桃花潭,02翟大顺,08泾县,470.0832214355469,308.9292907714844,1265.5028076171875,382.2262268066406,2229.28662109375,483.2268371582031
0712_row_00024347,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0972.wav,1.02633,1.23937,中高元音,o,肉,208JXthtzm10972肉,08泾县,03桃花潭,02翟大顺,08泾县,283.80517578125,65.43900299072266,768.6895751953125,423.75531005859375,1747.142333984375,624.2713012695312
0712_row_00024348,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0974.wav,0.74304,0.95023,高元音,y,育,208JXthtzm10974育,08泾县,03桃花潭,02翟大顺,08泾县,245.33602905273438,32.67993927001953,1437.0003662109375,669.4003295898438,2174.318115234375,144.63848876953125
0712_row_00024349,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0980.wav,0.74703,1.12381,中高元音,o,松,,08泾县,03桃花潭,02翟大顺,08泾县,431.7857971191406,390.4644775390625,1276.4434814453125,667.1954956054688,2326.173583984375,763.9633178710938
0712_row_00024350,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/0985.wav,0.88773,1.12741,中高元音,o,恭,208JXthtzm10985恭,08泾县,03桃花潭,02翟大顺,08泾县,323.2427978515625,66.96048736572266,794.4614868164062,157.7382049560547,2001.4188232421875,724.2587890625
0712_row_00024351,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1001.wav,0.91192,1.19434,低元音,a,他,208JXthtzm11001他,08泾县,03桃花潭,02翟大顺,08泾县,326.058837890625,200.09317016601562,866.0025634765625,559.1180419921875,2281.8544921875,371.7837829589844
0712_row_00024352,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1001.wav,2.43673,2.68263,低元音,a,他,208JXthtzm11001他,08泾县,03桃花潭,02翟大顺,08泾县,787.7560424804688,284.87359619140625,1234.3724365234375,225.52694702148438,2745.924560546875,344.9339904785156
0712_row_00024353,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1014.wav,0.6986,1.07757,低元音,a,把,208JXthtzm11014把,08泾县,03桃花潭,02翟大顺,08泾县,385.1169128417969,61.64505386352539,635.1976318359375,73.221435546875,2573.10791015625,848.1881103515625
0712_row_00024354,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1017.wav,0.43409,0.89586,低元音,a,麻,,08泾县,03桃花潭,02翟大顺,08泾县,296.56805419921875,70.26557922363281,691.2153930664062,210.92538452148438,1953.19873046875,823.1302490234375
0712_row_00024355,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1019.wav,0.60605,0.8181,低元音,a,家,208JXthtzm11019家,08泾县,03桃花潭,02翟大顺,08泾县,458.6033630371094,47.08650207519531,797.8032836914062,106.94613647460938,2589.14111328125,417.3209533691406
0712_row_00024356,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1025.wav,0.58912,1.0227,中高元音,ə,者,208JXthtzm11025者,08泾县,03桃花潭,02翟大顺,08泾县,627.9503173828125,287.5991516113281,1046.6944580078125,223.81292724609375,2308.592041015625,795.73828125
0712_row_00024357,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1026.wav,0.5104,0.85261,中高元音,ə,社,,08泾县,03桃花潭,02翟大顺,08泾县,357.6471862792969,111.44628143310547,1052.4736328125,436.6981506347656,2084.564453125,994.504638671875
0712_row_00024358,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1038.wav,0.56674,1.05109,高元音,u,苏,,08泾县,03桃花潭,02翟大顺,08泾县,309.9754943847656,128.66371154785156,1115.3775634765625,314.7599182128906,2541.558349609375,259.7372741699219
0712_row_00024359,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1043.wav,0.68058,0.94202,中高元音,ə,着,208JXthtzm11043着,08泾县,03桃花潭,02翟大顺,08泾县,341.0291442871094,86.12384796142578,982.678466796875,297.9244689941406,1978.2337646484375,517.5435180664062
0712_row_00024360,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1061.wav,0.67093,0.98496,中低元音,ɛ,界,208JXthtzm11061界,08泾县,03桃花潭,02翟大顺,08泾县,540.2423706054688,212.31875610351562,1043.2169189453125,136.66000366210938,2126.322998046875,856.752685546875
0712_row_00024361,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1062.wav,0.77147,1.0532,中低元音,ɛ,介,208JXthtzm11062介,08泾县,03桃花潭,02翟大顺,08泾县,451.64154052734375,228.1071014404297,1002.5108032226562,177.100830078125,2057.89501953125,874.9448852539062
0712_row_00024362,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1078.wav,0.71515,0.9676,高元音,u,队,208JXthtzm11078队,08泾县,03桃花潭,02翟大顺,08泾县,269.939453125,50.51812744140625,552.6338500976562,328.4527587890625,2305.203125,206.187255859375
0712_row_00024363,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1082.wav,0.6255,0.99795,低元音,a,淮,208JXthtzm11082淮,08泾县,03桃花潭,02翟大顺,08泾县,505.1451721191406,272.0988464355469,953.8079223632812,132.1952667236328,2286.63671875,760.3365478515625
0712_row_00024364,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1106.wav,0.34893,0.8714,高元音,i,希,,08泾县,03桃花潭,02翟大顺,08泾县,330.57366943359375,269.8421630859375,1337.9495849609375,441.1637268066406,2879.361083984375,160.06326293945312
0712_row_00024365,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1122.wav,0.59369,0.97992,低元音,a,帽,,08泾县,03桃花潭,02翟大顺,08泾县,267.88818359375,76.60355377197266,518.9735107421875,151.99148559570312,1480.2515869140625,367.4914245605469
0712_row_00024366,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1125.wav,0.55315,0.96793,低元音,a,牢,,08泾县,03桃花潭,02翟大顺,08泾县,313.8387756347656,97.03340148925781,1037.6708984375,435.3060607910156,2139.876953125,714.2271728515625
0712_row_00024367,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1141.wav,0.71632,1.20863,中高元音,o,猴,,08泾县,03桃花潭,02翟大顺,08泾县,252.66717529296875,77.84764862060547,1609.6837158203125,377.5487365722656,2175.65869140625,244.65003967285156
0712_row_00024368,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1160.wav,0.59954,0.90988,低元音,a,谈,208JXthtzm11160谈,08泾县,03桃花潭,02翟大顺,08泾县,480.3446350097656,322.7760925292969,1198.993896484375,322.01434326171875,1901.411865234375,412.892822265625
0712_row_00024369,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1166.wav,0.6555,1.08175,低元音,a,咸,,08泾县,03桃花潭,02翟大顺,08泾县,584.0533447265625,335.4200134277344,1422.066162109375,363.2325439453125,2220.863525390625,558.3330688476562
0712_row_00024370,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1172.wav,0.57623,0.84875,高元音,i,签,,08泾县,03桃花潭,02翟大顺,08泾县,582.8360595703125,430.9795837402344,1480.46484375,549.8726196289062,2314.892333984375,512.4954223632812
0712_row_00024371,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1173.wav,0.42634,0.74861,低元音,a,闪,,08泾县,03桃花潭,02翟大顺,08泾县,474.29547119140625,252.3963623046875,1340.1046142578125,472.6598205566406,2231.3466796875,540.4055786132812
0712_row_00024372,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1175.wav,0.63681,0.84319,低元音,a,淹,208JXthtzm11175淹,08泾县,03桃花潭,02翟大顺,08泾县,944.6161499023438,57.54597091674805,1524.77490234375,27.270259857177734,2205.856201171875,325.10968017578125
0712_row_00024373,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1176.wav,0.60033,0.76764,高元音,i,贴,208JXthtzm11176贴,08泾县,03桃花潭,02翟大顺,08泾县,416.1128234863281,213.25108337402344,1222.816162109375,445.8268737792969,2384.2880859375,466.2177734375
0712_row_00024374,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1193.wav,0.74806,1.03777,高元音,i,便,208JXthtzm11193便,08泾县,03桃花潭,02翟大顺,08泾县,377.9403991699219,215.0515899658203,1093.4437255859375,533.6932983398438,2042.82568359375,333.33685302734375
0712_row_00024375,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1198.wav,0.52358,0.81232,高元音,i,捏,,08泾县,03桃花潭,02翟大顺,08泾县,293.10076904296875,78.9126205444336,610.667724609375,166.16574096679688,1638.13720703125,459.6927795410156
0712_row_00024376,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1207.wav,0.8117,1.11811,低元音,a,川,,08泾县,03桃花潭,02翟大顺,08泾县,248.50827026367188,87.11261749267578,744.4530029296875,492.74737548828125,2181.936279296875,262.950927734375
0712_row_00024377,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1209.wav,0.89467,1.20819,高元音,u,圈,,08泾县,03桃花潭,02翟大顺,08泾县,335.04754638671875,212.07342529296875,1013.7808837890625,487.56793212890625,2038.8641357421875,367.1169738769531
0712_row_00024378,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1219.wav,0.55971,0.78169,中高元音,e,决,208JXthtzm11219决,08泾县,03桃花潭,02翟大顺,08泾县,594.5916748046875,376.41375732421875,1304.23046875,568.3309936523438,2301.04541015625,289.5079040527344
0712_row_00024379,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1226.wav,0.65499,0.872,中高元音,ə,笨,208JXthtzm11226笨,08泾县,03桃花潭,02翟大顺,08泾县,303.406982421875,184.72695922851562,740.2421875,337.884033203125,1660.1922607421875,481.64093017578125
0712_row_00024380,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/03桃花潭/02翟大顺/ch1/1229.wav,0.50545,0.75223,中高元音,e,核,,08泾县,03桃花潭,02翟大顺,08泾县,526.9290771484375,300.10443115234375,1083.766357421875,211.25267028808594,2373.322265625,594.973388671875
