sample_id,wav_path,start_time,end_time,tone,vowel,char,pinyin,region,site,speaker_id
0712_row_00025454,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0376.wav,1.03836,1.38026,低元音,a,南,208JXmlzm10376南,08泾县,04茂林,02王火保
0712_row_00025455,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0391.wav,0.7495,1.15338,低元音,a,三,,08泾县,04茂林,02王火保
0712_row_00025456,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0393.wav,0.95461,1.25589,低元音,a,敢,208JXmlzm10393敢,08泾县,04茂林,02王火保
0712_row_00025457,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0394.wav,1.02019,1.39884,低元音,a,喊,,08泾县,04茂林,02王火保
0712_row_00025458,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0397.wav,1.28926,1.6814,低元音,a,赚,,08泾县,04茂林,02王火保
0712_row_00025459,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0399.wav,1.81135,2.12131,低元音,a,减,208JXmlzm10399减,08泾县,04茂林,02王火保
0712_row_00025460,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0400.wav,1.71512,2.11656,低元音,a,咸,,08泾县,04茂林,02王火保
0712_row_00025461,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0401.wav,0.91875,1.20448,低元音,a,插,208JXmlzm10401插,08泾县,04茂林,02王火保
0712_row_00025462,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0405.wav,2.01064,2.33413,低元音,a,监,208JXmlzm10405监,08泾县,04茂林,02王火保
0712_row_00025463,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0406.wav,0.77494,1.18765,低元音,a,岩,,08泾县,04茂林,02王火保
0712_row_00025464,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0407.wav,1.57086,1.81944,低元音,a,甲,208JXmlzm10407甲,08泾县,04茂林,02王火保
0712_row_00025465,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0411.wav,0.91465,1.37841,高元音,i,签,,08泾县,04茂林,02王火保
0712_row_00025466,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0412.wav,1.85318,2.17826,低元音,a,占,208JXmlzm10412占,08泾县,04茂林,02王火保
0712_row_00025467,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0413.wav,1.84264,2.11987,低元音,a,染,208JXmlzm10413染,08泾县,04茂林,02王火保
0712_row_00025468,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0418.wav,1.23065,1.61301,低元音,a,炎,208JXmlzm10418炎,08泾县,04茂林,02王火保
0712_row_00025469,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0419.wav,1.35924,1.72366,低元音,a,盐,208JXmlzm10419盐,08泾县,04茂林,02王火保
0712_row_00025470,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0421.wav,1.37787,1.61918,中高元音,ə,折,208JXmlzm10421折,08泾县,04茂林,02王火保
0712_row_00025471,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0422.wav,1.21089,1.47635,高元音,i,叶,208JXmlzm10422叶,08泾县,04茂林,02王火保
0712_row_00025472,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0425.wav,1.14657,1.51447,低元音,a,严,208JXmlzm10425严,08泾县,04茂林,02王火保
0712_row_00025473,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0434.wav,1.88438,2.14023,高元音,i,贴,208JXmlzm10434贴,08泾县,04茂林,02王火保
0712_row_00025474,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0440.wav,0.97488,1.38675,高元音,i,林,208JXmlzm10440林,08泾县,04茂林,02王火保
0712_row_00025475,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0442.wav,1.02776,1.39431,高元音,i,心,,08泾县,04茂林,02王火保
0712_row_00025476,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0443.wav,2.18596,2.57448,高元音,y,寻,,08泾县,04茂林,02王火保
0712_row_00025477,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0445.wav,1.43257,1.80301,低元音,a,参,,08泾县,04茂林,02王火保
0712_row_00025478,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0448.wav,2.51401,2.91091,高元音,i,任,208JXmlzm10448任,08泾县,04茂林,02王火保
0712_row_00025479,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0459.wav,0.87075,1.12136,高元音,i,及,208JXmlzm10459及,08泾县,04茂林,02王火保
0712_row_00025480,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0461.wav,0.86403,1.09044,低元音,a,单,208JXmlzm10461单,08泾县,04茂林,02王火保
0712_row_00025481,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0463.wav,0.69277,1.04944,低元音,a,弹,208JXmlzm10463弹,08泾县,04茂林,02王火保
0712_row_00025482,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0464.wav,1.155,1.50951,低元音,a,难,208JXmlzm10464难,08泾县,04茂林,02王火保
0712_row_00025483,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0468.wav,1.52989,1.92967,低元音,a,伞,,08泾县,04茂林,02王火保
0712_row_00025484,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0469.wav,1.17532,1.4575,低元音,a,肝,208JXmlzm10469肝,08泾县,04茂林,02王火保
0712_row_00025485,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0470.wav,0.72413,1.11429,低元音,a,看,,08泾县,04茂林,02王火保
0712_row_00025486,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0472.wav,0.97447,1.44708,低元音,a,汉,,08泾县,04茂林,02王火保
0712_row_00025487,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0474.wav,1.18749,1.44769,低元音,a,安,208JXmlzm10474安,08泾县,04茂林,02王火保
0712_row_00025488,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0476.wav,1.29857,1.59639,低元音,a,辣,208JXmlzm10476辣,08泾县,04茂林,02王火保
0712_row_00025489,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0483.wav,0.69073,1.10385,低元音,a,山,,08泾县,04茂林,02王火保
0712_row_00025490,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0485.wav,1.31577,1.55134,低元音,a,间,208JXmlzm10485间,08泾县,04茂林,02王火保
0712_row_00025491,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0488.wav,1.10185,1.32012,低元音,a,八,208JXmlzm10488八,08泾县,04茂林,02王火保
0712_row_00025492,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0490.wav,0.81094,1.14526,低元音,a,杀,,08泾县,04茂林,02王火保
0712_row_00025493,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0495.wav,2.35056,2.71271,低元音,a,颜,208JXmlzm10495颜,08泾县,04茂林,02王火保
0712_row_00025494,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0499.wav,2.63532,2.94442,高元音,i,便,,08泾县,04茂林,02王火保
0712_row_00025495,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0500.wav,1.195,1.57191,高元音,i,棉,208JXmlzm10500棉,08泾县,04茂林,02王火保
0712_row_00025496,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0501.wav,0.97808,1.31324,高元音,i,面,208JXmlzm10501面,08泾县,04茂林,02王火保
0712_row_00025497,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0506.wav,2.09118,2.56759,高元音,i,鲜,,08泾县,04茂林,02王火保
0712_row_00025498,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0510.wav,0.95686,1.39587,低元音,a,扇,,08泾县,04茂林,02王火保
0712_row_00025499,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0511.wav,0.89171,1.15419,低元音,a,善,,08泾县,04茂林,02王火保
0712_row_00025500,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0514.wav,2.28847,2.56482,中高元音,e,别,208JXmlzm10514别,08泾县,04茂林,02王火保
0712_row_00025501,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0519.wav,1.44248,1.80364,中高元音,ə,设,,08泾县,04茂林,02王火保
0712_row_00025502,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0529.wav,1.5401,1.9454,高元音,i,面,208JXmlzm10529面,08泾县,04茂林,02王火保
0712_row_00025503,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0546.wav,1.47437,1.68885,中高元音,e,铁,208JXmlzm10546铁,08泾县,04茂林,02王火保
0712_row_00025504,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0547.wav,1.62607,1.94586,高元音,i,捏,208JXmlzm10547捏,08泾县,04茂林,02王火保
0712_row_00025505,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0557.wav,0.97026,1.20879,低元音,a,端,208JXmlzm10557端,08泾县,04茂林,02王火保
0712_row_00025506,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0558.wav,0.82385,1.07177,低元音,a,短,208JXmlzm10558短,08泾县,04茂林,02王火保
0712_row_00025507,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0559.wav,1.55785,1.81023,低元音,a,断,,08泾县,04茂林,02王火保
0712_row_00025508,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0567.wav,1.85794,2.19134,低元音,a,完,208JXmlzm10567完,08泾县,04茂林,02王火保
0712_row_00025509,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0568.wav,1.88401,2.20185,低元音,a,换,208JXmlzm10568换,08泾县,04茂林,02王火保
0712_row_00025510,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0579.wav,0.9396,1.17805,低元音,a,挖,208JXmlzm10579挖,08泾县,04茂林,02王火保
0712_row_00025511,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0583.wav,1.07258,1.45191,低元音,a,还,,08泾县,04茂林,02王火保
0712_row_00025512,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0584.wav,0.93843,1.28946,低元音,a,还,,08泾县,04茂林,02王火保
0712_row_00025513,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0585.wav,0.98217,1.23398,低元音,a,弯,208JXmlzm10585弯,08泾县,04茂林,02王火保
0712_row_00025514,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0587.wav,0.65505,0.87487,低元音,a,刮,208JXmlzm10587刮,08泾县,04茂林,02王火保
0712_row_00025515,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0590.wav,0.83023,1.11666,低元音,a,转,208JXmlzm10590转,08泾县,04茂林,02王火保
0712_row_00025516,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0591.wav,1.16475,1.50298,低元音,a,传,208JXmlzm10591传,08泾县,04茂林,02王火保
0712_row_00025517,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0592.wav,1.27242,1.64709,低元音,a,传,208JXmlzm10592传,08泾县,04茂林,02王火保
0712_row_00025518,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0593.wav,1.02804,1.2898,低元音,a,砖,208JXmlzm10593砖,08泾县,04茂林,02王火保
0712_row_00025519,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0594.wav,1.14156,1.49333,低元音,a,船,208JXmlzm10594船,08泾县,04茂林,02王火保
0712_row_00025520,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0597.wav,1.32955,1.77408,高元音,u,圈,,08泾县,04茂林,02王火保
0712_row_00025521,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0601.wav,1.87019,2.14742,高元音,i,铅,208JXmlzm10601铅,08泾县,04茂林,02王火保
0712_row_00025522,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0602.wav,1.49602,1.78439,高元音,y,绝,,08泾县,04茂林,02王火保
0712_row_00025523,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0603.wav,1.12005,1.51721,高元音,y,雪,,08泾县,04茂林,02王火保
0712_row_00025524,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0607.wav,1.17076,1.39687,低元音,a,晚,208JXmlzm10607晚,08泾县,04茂林,02王火保
0712_row_00025525,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0608.wav,0.73727,1.04638,低元音,a,万,,08泾县,04茂林,02王火保
0712_row_00025526,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0614.wav,1.64792,1.9746,低元音,a,发,,08泾县,04茂林,02王火保
0712_row_00025527,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0617.wav,0.78629,1.06017,高元音,y,月,208JXmlzm10617月,08泾县,04茂林,02王火保
0712_row_00025528,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0618.wav,0.82369,1.10205,中高元音,e,越,208JXmlzm10618越,08泾县,04茂林,02王火保
0712_row_00025529,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0620.wav,2.19046,2.41283,中高元音,e,决,208JXmlzm10620决,08泾县,04茂林,02王火保
0712_row_00025530,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0624.wav,0.78254,1.02096,中高元音,ə,根,208JXmlzm10624根,08泾县,04茂林,02王火保
0712_row_00025531,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0625.wav,0.82601,1.18215,中高元音,ə,恨,208JXmlzm10625恨,08泾县,04茂林,02王火保
0712_row_00025532,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0628.wav,0.64129,0.99056,高元音,i,民,208JXmlzm10628民,08泾县,04茂林,02王火保
0712_row_00025533,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0630.wav,0.77707,1.13102,高元音,i,进,208JXmlzm10630进,08泾县,04茂林,02王火保
0712_row_00025534,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0632.wav,0.77498,1.13801,高元音,i,新,,08泾县,04茂林,02王火保
0712_row_00025535,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0640.wav,0.7473,1.12261,高元音,i,认,208JXmlzm10640认,08泾县,04茂林,02王火保
0712_row_00025536,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0654.wav,1.06544,1.36755,高元音,i,日,208JXmlzm10654日,08泾县,04茂林,02王火保
0712_row_00025537,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0658.wav,0.63454,0.97083,高元音,i,劲,208JXmlzm10658劲,08泾县,04茂林,02王火保
0712_row_00025538,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0660.wav,1.0932,1.35717,高元音,i,近,,08泾县,04茂林,02王火保
0712_row_00025539,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0662.wav,1.1557,1.39739,中高元音,ə,本,208JXmlzm10662本,08泾县,04茂林,02王火保
0712_row_00025540,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0664.wav,0.67091,1.0841,中高元音,ə,门,208JXmlzm10664门,08泾县,04茂林,02王火保
0712_row_00025541,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0672.wav,1.01198,1.35697,高元音,u,困,,08泾县,04茂林,02王火保
0712_row_00025542,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0682.wav,1.68772,1.9769,高元音,u,春,,08泾县,04茂林,02王火保
0712_row_00025543,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0683.wav,1.88359,2.26411,高元音,u,唇,,08泾县,04茂林,02王火保
0712_row_00025544,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0684.wav,1.87161,2.28882,高元音,u,顺,,08泾县,04茂林,02王火保
0712_row_00025545,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0685.wav,1.2926,1.66092,高元音,u,纯,,08泾县,04茂林,02王火保
0712_row_00025546,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0687.wav,1.16094,1.45482,高元音,y,均,208JXmlzm10687均,08泾县,04茂林,02王火保
0712_row_00025547,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0692.wav,0.77068,1.1004,中高元音,ə,分,,08泾县,04茂林,02王火保
0712_row_00025548,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0693.wav,1.70789,2.05026,中高元音,ə,粉,,08泾县,04茂林,02王火保
0712_row_00025549,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0696.wav,1.05231,1.398,中高元音,ə,蚊,208JXmlzm10696蚊,08泾县,04茂林,02王火保
0712_row_00025550,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0698.wav,0.75303,1.04902,高元音,y,军,208JXmlzm10698军,08泾县,04茂林,02王火保
0712_row_00025551,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0701.wav,0.88394,1.2449,高元音,y,云,208JXmlzm10701云,08泾县,04茂林,02王火保
0712_row_00025552,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0714.wav,1.04302,1.32507,低元音,a,薄,208JXmlzm10714薄,08泾县,04茂林,02王火保
0712_row_00025553,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0715.wav,2.53334,2.76472,中高元音,o,摸,208JXmlzm10715摸,08泾县,04茂林,02王火保
0712_row_00025554,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0716.wav,1.00114,1.23077,中高元音,o,托,208JXmlzm10716托,08泾县,04茂林,02王火保
0712_row_00025555,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0718.wav,2.25873,2.44508,中高元音,o,作,208JXmlzm10718作,08泾县,04茂林,02王火保
0712_row_00025556,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0720.wav,0.87704,1.0836,中高元音,o,各,208JXmlzm10720各,08泾县,04茂林,02王火保
0712_row_00025557,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0733.wav,1.16466,1.37793,低元音,a,装,208JXmlzm10733装,08泾县,04茂林,02王火保
0712_row_00025558,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0734.wav,0.92631,1.2103,低元音,a,壮,208JXmlzm10734壮,08泾县,04茂林,02王火保
0712_row_00025559,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0753.wav,1.70361,2.05835,中高元音,ə,着,,08泾县,04茂林,02王火保
0712_row_00025560,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0753.wav,3.01052,3.33733,中高元音,ə,着,,08泾县,04茂林,02王火保
0712_row_00025561,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0759.wav,0.73736,1.05235,低元音,a,光,208JXmlzm10759光,08泾县,04茂林,02王火保
0712_row_00025562,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0765.wav,0.95655,1.41606,低元音,a,放,,08泾县,04茂林,02王火保
0712_row_00025563,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0767.wav,0.77304,1.07322,低元音,a,房,208JXmlzm10767房,08泾县,04茂林,02王火保
0712_row_00025564,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0768.wav,1.13,1.50359,低元音,a,防,208JXmlzm10768防,08泾县,04茂林,02王火保
0712_row_00025565,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0771.wav,1.29925,1.68799,低元音,a,狂,,08泾县,04茂林,02王火保
0712_row_00025566,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0779.wav,1.64814,2.04709,低元音,a,撞,,08泾县,04茂林,02王火保
0712_row_00025567,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0782.wav,0.55962,0.83796,低元音,a,江,208JXmlzm10782江,08泾县,04茂林,02王火保
0712_row_00025568,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0783.wav,0.67942,0.94438,低元音,a,讲,208JXmlzm10783讲,08泾县,04茂林,02王火保
0712_row_00025569,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0784.wav,1.86405,2.26781,低元音,a,降,,08泾县,04茂林,02王火保
0712_row_00025570,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0791.wav,0.7067,0.97294,中高元音,e,学,208JXmlzm10791学,08泾县,04茂林,02王火保
0712_row_00025571,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0792.wav,1.9526,2.22425,中高元音,o,握,208JXmlzm10792握,08泾县,04茂林,02王火保
0712_row_00025572,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0802.wav,1.13477,1.34751,中高元音,e,北,208JXmlzm10802北,08泾县,04茂林,02王火保
0712_row_00025573,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0804.wav,1.10526,1.29177,中高元音,e,得,208JXmlzm10804得,08泾县,04茂林,02王火保
0712_row_00025574,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0805.wav,0.8027,1.02357,中高元音,e,特,208JXmlzm10805特,08泾县,04茂林,02王火保
0712_row_00025575,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0806.wav,1.15968,1.43472,中高元音,e,贼,,08泾县,04茂林,02王火保
0712_row_00025576,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0809.wav,0.85298,1.14403,中高元音,e,黑,,08泾县,04茂林,02王火保
0712_row_00025577,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0815.wav,0.5609,0.94218,中高元音,ə,升,,08泾县,04茂林,02王火保
0712_row_00025578,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0822.wav,1.66781,1.94194,中高元音,e,侧,,08泾县,04茂林,02王火保
0712_row_00025579,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0829.wav,1.05076,1.28611,中高元音,o,国,208JXmlzm10829国,08泾县,04茂林,02王火保
0712_row_00025580,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0832.wav,0.91106,1.13041,低元音,a,打,208JXmlzm10832打,08泾县,04茂林,02王火保
0712_row_00025581,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0834.wav,0.69934,0.99286,中高元音,ə,生,,08泾县,04茂林,02王火保
0712_row_00025582,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0835.wav,0.69348,1.02132,中高元音,ə,省,,08泾县,04茂林,02王火保
0712_row_00025583,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/08泾县/04茂林/02王火保/ch1/0841.wav,1.1844,1.37345,低元音,a,百,208JXmlzm10841百,08泾县,04茂林,02王火保
